tripID,timeStamp,longitude,latitude
12,23-12-2017 17:47:59,12.854866,43.259816
12,23-12-2017 17:48:00,12.855516,43.259083
12,23-12-2017 17:48:01,12.85625,43.25845
12,23-12-2017 17:48:02,12.856766,43.257733
12,23-12-2017 17:48:03,12.856983,43.256966
12,23-12-2017 17:48:04,12.857016,43.256183
12,23-12-2017 17:48:05,12.856783,43.25545
12,23-12-2017 17:48:06,12.855883,43.25515
12,23-12-2017 17:48:07,12.856016,43.256216
12,23-12-2017 17:48:08,12.854983,43.25685
12,23-12-2017 17:48:09,12.85425,43.25775
12,23-12-2017 17:48:10,12.853366,43.258566
12,23-12-2017 17:48:11,12.853716,43.257416
12,23-12-2017 17:48:12,12.854433,43.256333
12,23-12-2017 17:48:13,12.854616,43.255033
12,23-12-2017 17:48:14,12.85465,43.254283
12,23-12-2017 17:48:15,12.85485,43.253516
12,23-12-2017 17:48:16,12.854816,43.2528
12,23-12-2017 17:48:17,12.854983,43.2521
12,23-12-2017 17:48:18,12.855416,43.2514
12,23-12-2017 17:48:19,12.8566,43.250466
12,23-12-2017 17:48:20,12.85745,43.249366
12,23-12-2017 17:48:21,12.857833,43.248683
12,23-12-2017 17:48:22,12.857933,43.24795
12,23-12-2017 17:48:23,12.858333,43.247383
12,23-12-2017 17:48:24,12.860016,43.246933
12,23-12-2017 17:48:25,12.860866,43.246416
12,23-12-2017 17:48:26,12.861433,43.24565
12,23-12-2017 17:48:27,12.862933,43.243366
12,23-12-2017 17:48:28,12.8636,43.2427
12,23-12-2017 17:48:29,12.864066,43.24195
12,23-12-2017 17:48:30,12.864483,43.241166
12,23-12-2017 17:48:31,12.864783,43.240383
12,23-12-2017 17:48:32,12.864483,43.239666
12,23-12-2017 17:48:33,12.864316,43.23895
12,23-12-2017 17:48:34,12.8644,43.238116
12,23-12-2017 17:48:35,12.864433,43.237266
12,23-12-2017 17:48:36,12.86425,43.236483
12,23-12-2017 17:48:37,12.86375,43.235733
12,23-12-2017 17:48:38,12.86365,43.23495
12,23-12-2017 17:48:39,12.863816,43.234066
12,23-12-2017 17:48:40,12.864,43.233016
12,23-12-2017 17:48:41,12.864216,43.231866
12,23-12-2017 17:48:42,12.86465,43.230916
12,23-12-2017 17:48:43,12.86505,43.230083
12,23-12-2017 17:48:44,12.865233,43.229416
12,23-12-2017 17:48:45,12.865116,43.2287
12,23-12-2017 17:48:46,12.864733,43.227933
12,23-12-2017 17:48:47,12.86415,43.227183
12,23-12-2017 17:48:48,12.86365,43.226516
12,23-12-2017 17:48:49,12.86355,43.225816
12,23-12-2017 17:48:50,12.863516,43.224983
12,23-12-2017 17:48:51,12.863516,43.224066
12,23-12-2017 17:48:52,12.863533,43.22305
12,23-12-2017 17:48:53,12.863533,43.222016
12,23-12-2017 17:48:54,12.863516,43.22095
12,23-12-2017 17:48:55,12.863483,43.21995
12,23-12-2017 17:48:56,12.863483,43.219033
12,23-12-2017 17:48:57,12.863333,43.218166
12,23-12-2017 17:48:58,12.863033,43.217333
12,23-12-2017 17:48:59,12.862666,43.21645
12,23-12-2017 17:49:00,12.862216,43.215516
12,23-12-2017 17:49:01,12.862116,43.214633
12,23-12-2017 17:49:02,12.862133,43.213816
12,23-12-2017 17:49:03,12.861716,43.213116
12,23-12-2017 17:49:04,12.8616,43.212266
12,23-12-2017 17:49:05,12.861566,43.21125
12,23-12-2017 17:49:06,12.861583,43.21035
12,23-12-2017 17:49:07,12.86205,43.2096
12,23-12-2017 17:49:08,12.862466,43.208833
12,23-12-2017 17:49:09,12.8628,43.208016
12,23-12-2017 17:49:10,12.863333,43.207383
12,23-12-2017 17:49:11,12.864333,43.206916
12,23-12-2017 17:49:12,12.8652,43.206416
12,23-12-2017 17:49:13,12.86535,43.205616
12,23-12-2017 17:49:14,12.8654,43.204683
12,23-12-2017 17:49:15,12.86555,43.203766
12,23-12-2017 17:49:16,12.865866,43.202883
12,23-12-2017 17:49:17,12.866166,43.20195
12,23-12-2017 17:49:18,12.866416,43.201
12,23-12-2017 17:49:19,12.866766,43.200133
12,23-12-2017 17:49:20,12.86735,43.199383
12,23-12-2017 17:49:21,12.867666,43.198516
12,23-12-2017 17:49:22,12.868,43.1976
12,23-12-2017 17:49:23,12.86835,43.1967
12,23-12-2017 17:49:24,12.868683,43.19585
12,23-12-2017 17:49:25,12.869016,43.19505
12,23-12-2017 17:49:26,12.869083,43.194216
12,23-12-2017 17:49:27,12.869183,43.193383
12,23-12-2017 17:49:28,12.869216,43.192533
12,23-12-2017 17:49:29,12.869,43.191766
12,23-12-2017 17:49:30,12.868733,43.19105
12,23-12-2017 17:49:31,12.868916,43.1903
12,23-12-2017 17:49:32,12.8691,43.189516
12,23-12-2017 17:49:33,12.869616,43.188833
12,23-12-2017 17:49:34,12.870316,43.188216
12,23-12-2017 17:49:35,12.871166,43.187683
12,23-12-2017 17:49:36,12.871833,43.187033
12,23-12-2017 17:49:37,12.87255,43.186466
12,23-12-2017 17:49:38,12.874133,43.186283
12,23-12-2017 17:49:39,12.87475,43.185783
12,23-12-2017 17:49:40,12.876333,43.185533
12,23-12-2017 17:49:41,12.877366,43.185683
12,23-12-2017 17:49:42,12.8783,43.185633
12,23-12-2017 17:49:43,12.878566,43.1844
12,23-12-2017 17:49:44,12.878683,43.183766
12,23-12-2017 17:49:45,12.878983,43.18285
12,23-12-2017 17:49:46,12.8785,43.18225
12,23-12-2017 17:49:47,12.877183,43.1819
12,23-12-2017 17:49:48,12.876266,43.181916
12,23-12-2017 17:49:49,12.875533,43.18145
12,23-12-2017 17:49:50,12.8749,43.18085
12,23-12-2017 17:49:51,12.874033,43.180416
12,23-12-2017 17:49:52,12.8734,43.179816
12,23-12-2017 17:49:53,12.873116,43.1792
12,23-12-2017 17:49:54,12.873016,43.178466
12,23-12-2017 17:49:55,12.872766,43.177733
12,23-12-2017 17:49:56,12.872883,43.17705
12,23-12-2017 17:49:57,12.873316,43.17635
12,23-12-2017 17:49:58,12.873816,43.175616
12,23-12-2017 17:49:59,12.874283,43.174883
12,23-12-2017 17:50:00,12.875033,43.174433
12,23-12-2017 17:50:01,12.8757,43.17395
12,23-12-2017 17:50:02,12.875766,43.173283
12,23-12-2017 17:50:03,12.8754,43.1726
12,23-12-2017 17:50:04,12.874533,43.172133
12,23-12-2017 17:50:05,12.8736,43.171666
12,23-12-2017 17:50:06,12.872833,43.17105
12,23-12-2017 17:50:07,12.872033,43.170383
12,23-12-2017 17:50:08,12.871233,43.169733
12,23-12-2017 17:50:09,12.870366,43.1692
12,23-12-2017 17:50:10,12.869683,43.168633
12,23-12-2017 17:50:11,12.8691,43.168033
12,23-12-2017 17:50:12,12.868316,43.1675
12,23-12-2017 17:50:13,12.86795,43.166883
12,23-12-2017 17:50:14,12.866933,43.166083
12,23-12-2017 17:50:15,12.866333,43.1656
12,23-12-2017 17:50:16,12.866083,43.164866
12,23-12-2017 17:50:17,12.865883,43.164133
12,23-12-2017 17:50:18,12.8657,43.16345
12,23-12-2017 17:50:19,12.86515,43.162883
12,23-12-2017 17:50:20,12.864866,43.162233
12,23-12-2017 17:50:21,12.863783,43.1615
12,23-12-2017 17:50:22,12.86305,43.16105
12,23-12-2017 17:50:23,12.862333,43.1605
12,23-12-2017 17:50:24,12.86175,43.159866
12,23-12-2017 17:50:25,12.861433,43.159216
12,23-12-2017 17:50:26,12.861333,43.158416
12,23-12-2017 17:50:27,12.861233,43.157616
12,23-12-2017 17:50:28,12.861066,43.156983
12,23-12-2017 17:50:29,12.85965,43.15665
12,23-12-2017 17:50:30,12.8591,43.1561
12,23-12-2017 17:50:31,12.858516,43.155466
12,23-12-2017 17:50:32,12.8579,43.1548
12,23-12-2017 17:50:33,12.857366,43.154133
12,23-12-2017 17:50:34,12.857116,43.153366
12,23-12-2017 17:50:35,12.856783,43.152733
12,23-12-2017 17:50:36,12.856516,43.152033
12,23-12-2017 17:50:37,12.856766,43.151166
12,23-12-2017 17:50:38,12.857066,43.15035
12,23-12-2017 17:50:39,12.857,43.14955
12,23-12-2017 17:50:40,12.856616,43.1488
12,23-12-2017 17:50:41,12.855966,43.148166
12,23-12-2017 17:50:42,12.85565,43.147466
12,23-12-2017 17:50:43,12.854566,43.14645
12,23-12-2017 17:50:44,12.8539,43.145816
12,23-12-2017 17:50:45,12.853483,43.1451
12,23-12-2017 17:50:46,12.852983,43.144416
12,23-12-2017 17:50:47,12.852433,43.143666
12,23-12-2017 17:50:48,12.85195,43.14295
12,23-12-2017 17:50:49,12.851266,43.1423
12,23-12-2017 17:50:50,12.850516,43.1417
12,23-12-2017 17:50:51,12.84955,43.141283
12,23-12-2017 17:50:52,12.848733,43.14075
12,23-12-2017 17:50:53,12.848133,43.140283
12,23-12-2017 17:50:54,12.846733,43.14065
12,23-12-2017 17:50:55,12.84535,43.140416
12,23-12-2017 17:50:56,12.84615,43.13945
12,23-12-2017 17:50:57,12.846316,43.138816
12,23-12-2017 17:50:58,12.845983,43.1382
12,23-12-2017 17:50:59,12.845666,43.137516
12,23-12-2017 17:51:00,12.845566,43.136766
12,23-12-2017 17:51:01,12.845383,43.136016
12,23-12-2017 17:51:02,12.84515,43.13525
12,23-12-2017 17:51:03,12.844883,43.134433
12,23-12-2017 17:51:04,12.844716,43.133566
12,23-12-2017 17:51:05,12.8446,43.132733
12,23-12-2017 17:51:06,12.844433,43.13195
12,23-12-2017 17:51:07,12.845216,43.131116
12,23-12-2017 17:51:08,12.846283,43.132083
12,23-12-2017 17:51:09,12.846783,43.1328
12,23-12-2017 17:51:10,12.847416,43.1335
12,23-12-2017 17:51:11,12.84795,43.134216
12,23-12-2017 17:51:12,12.848333,43.1349
12,23-12-2017 17:51:13,12.850033,43.135316
12,23-12-2017 17:51:14,12.85085,43.1357
12,23-12-2017 17:51:15,12.8519,43.1357
12,23-12-2017 17:51:16,12.852616,43.134766
12,23-12-2017 17:51:17,12.853516,43.133783
12,23-12-2017 17:51:18,12.85435,43.133583
12,23-12-2017 17:51:19,12.854966,43.132683
12,23-12-2017 17:51:20,12.855583,43.131516
12,23-12-2017 17:51:21,12.855633,43.130833
12,23-12-2017 17:51:22,12.855083,43.129666
12,23-12-2017 17:51:23,12.85455,43.129016
12,23-12-2017 17:51:24,12.8541,43.128416
12,23-12-2017 17:51:25,12.855216,43.127783
12,23-12-2017 17:51:26,12.856216,43.127766
12,23-12-2017 17:51:27,12.857616,43.127066
12,23-12-2017 17:51:28,12.858766,43.126333
12,23-12-2017 17:51:29,12.858983,43.125683
12,23-12-2017 17:51:30,12.857633,43.1255
12,23-12-2017 17:51:31,12.857333,43.12485
12,23-12-2017 17:51:32,12.857316,43.124016
12,23-12-2017 17:51:33,12.857283,43.123166
12,23-12-2017 17:51:34,12.857066,43.122416
12,23-12-2017 17:51:35,12.8572,43.121716
12,23-12-2017 17:51:36,12.857,43.120866
12,23-12-2017 17:51:37,12.856783,43.120016
12,23-12-2017 17:51:38,12.856233,43.119283
12,23-12-2017 17:51:39,12.855933,43.1185
12,23-12-2017 17:51:40,12.855716,43.117633
12,23-12-2017 17:51:41,12.855233,43.116783
12,23-12-2017 17:51:42,12.854466,43.11595
12,23-12-2017 17:51:43,12.853833,43.1152
12,23-12-2017 17:51:44,12.853316,43.114383
12,23-12-2017 17:51:45,12.852733,43.113616
12,23-12-2017 17:51:46,12.851866,43.113066
12,23-12-2017 17:51:47,12.8508,43.112783
12,23-12-2017 17:51:48,12.849783,43.1127
12,23-12-2017 17:51:49,12.8517,43.112516
12,23-12-2017 17:51:50,12.85265,43.112716
12,23-12-2017 17:51:51,12.853333,43.113266
12,23-12-2017 17:51:52,12.8541,43.113916
12,23-12-2017 17:51:53,12.854966,43.114366
12,23-12-2017 17:51:54,12.8557,43.114866
12,23-12-2017 17:51:55,12.85635,43.115433
12,23-12-2017 17:51:56,12.8572,43.115783
12,23-12-2017 17:51:57,12.857966,43.11515
12,23-12-2017 17:51:58,12.857533,43.11445
12,23-12-2017 17:51:59,12.856766,43.113866
12,23-12-2017 17:52:00,12.855933,43.113266
12,23-12-2017 17:52:02,12.8551,43.11265
12,23-12-2017 17:52:03,12.854366,43.112033
12,23-12-2017 17:52:04,12.853783,43.111466
12,23-12-2017 17:52:05,12.8529,43.110916
12,23-12-2017 17:52:06,12.851216,43.11125
12,23-12-2017 17:52:07,12.849466,43.111216
12,23-12-2017 17:52:08,12.848583,43.111133
12,23-12-2017 17:52:09,12.847633,43.111166
12,23-12-2017 17:52:10,12.846533,43.11125
12,23-12-2017 17:52:11,12.845416,43.111283
12,23-12-2017 17:52:12,12.844333,43.111083
12,23-12-2017 17:52:13,12.84325,43.110966
12,23-12-2017 17:52:14,12.842216,43.111033
12,23-12-2017 17:52:15,12.841166,43.111266
12,23-12-2017 17:52:16,12.840116,43.111266
12,23-12-2017 17:52:17,12.839166,43.111
12,23-12-2017 17:52:18,12.8383,43.11065
12,23-12-2017 17:52:19,12.837616,43.11015
12,23-12-2017 17:52:20,12.836783,43.1099
12,23-12-2017 17:52:21,12.8358,43.10985
12,23-12-2017 17:52:22,12.834816,43.1098
12,23-12-2017 17:52:23,12.8338,43.109833
12,23-12-2017 17:52:24,12.832833,43.109716
12,23-12-2017 17:52:25,12.83215,43.109166
12,23-12-2017 17:52:26,12.831533,43.1085
12,23-12-2017 17:52:27,12.831,43.107816
12,23-12-2017 17:52:28,12.830733,43.107083
12,23-12-2017 17:52:29,12.830583,43.106333
12,23-12-2017 17:52:31,12.8304,43.1057
12,23-12-2017 17:52:32,12.829766,43.1051
12,23-12-2017 17:52:32,12.829116,43.104516
12,23-12-2017 17:52:34,12.827766,43.10425
12,23-12-2017 17:52:34,12.826416,43.103383
12,23-12-2017 17:52:35,12.825333,43.103333
12,23-12-2017 17:52:36,12.824116,43.103283
12,23-12-2017 17:52:37,12.822933,43.1031
12,23-12-2017 17:52:38,12.821866,43.102716
12,23-12-2017 17:52:40,12.820966,43.102383
12,23-12-2017 17:52:40,12.81985,43.102433
12,23-12-2017 17:52:42,12.81875,43.102716
12,23-12-2017 17:52:43,12.817733,43.103183
12,23-12-2017 17:52:44,12.816683,43.103483
12,23-12-2017 17:52:44,12.815533,43.103566
12,23-12-2017 17:52:45,12.814433,43.103466
12,23-12-2017 17:52:46,12.813416,43.10345
12,23-12-2017 17:52:48,12.8123,43.1036
12,23-12-2017 17:52:49,12.811116,43.103766
12,23-12-2017 17:52:50,12.81,43.103916
12,23-12-2017 17:52:51,12.808433,43.1035
12,23-12-2017 17:52:52,12.8067,43.103716
12,23-12-2017 17:52:53,12.805733,43.1036
12,23-12-2017 17:52:53,12.804833,43.103233
12,23-12-2017 17:52:54,12.803766,43.102666
12,23-12-2017 17:52:55,12.804583,43.101916
12,23-12-2017 17:52:56,12.805583,43.101583
12,23-12-2017 17:52:57,12.806916,43.101983
12,23-12-2017 17:52:58,12.80815,43.101933
12,23-12-2017 17:52:59,12.807616,43.101166
12,23-12-2017 17:53:00,12.807783,43.100466
12,23-12-2017 17:53:02,12.809,43.100783
12,23-12-2017 17:53:02,12.808633,43.1001
12,23-12-2017 17:53:03,12.809816,43.1
12,23-12-2017 17:53:04,12.810716,43.098983
12,23-12-2017 17:53:05,12.811033,43.0983
12,23-12-2017 17:53:06,12.811333,43.097683
12,23-12-2017 17:53:08,12.812133,43.0973
12,23-12-2017 17:53:09,12.812733,43.096766
12,23-12-2017 17:53:10,12.812433,43.096033
12,23-12-2017 17:53:11,12.8126,43.09515
12,23-12-2017 17:53:12,12.81235,43.094283
12,23-12-2017 17:53:13,12.8123,43.0934
12,23-12-2017 17:53:14,12.8129,43.092466
12,23-12-2017 17:53:15,12.8123,43.091316
12,23-12-2017 17:53:16,12.811533,43.090483
12,23-12-2017 17:53:17,12.812466,43.08965
12,23-12-2017 17:53:18,12.812416,43.0888
12,23-12-2017 17:53:19,12.8136,43.088216
12,23-12-2017 17:53:19,12.814066,43.087533
12,23-12-2017 17:53:21,12.814616,43.086816
12,23-12-2017 17:53:22,12.815633,43.087233
12,23-12-2017 17:53:23,12.815783,43.088116
12,23-12-2017 17:53:24,12.815566,43.0889
12,23-12-2017 17:53:25,12.81645,43.0884
12,23-12-2017 17:53:26,12.816833,43.087816
12,23-12-2017 17:53:26,12.8175,43.0869
12,23-12-2017 17:53:27,12.816866,43.086166
12,23-12-2017 17:53:28,12.816933,43.085166
12,23-12-2017 17:53:37,12.818166,43.084933
12,23-12-2017 17:53:38,12.819716,43.085116
12,23-12-2017 17:53:39,12.820016,43.0843
12,23-12-2017 17:53:42,12.8194,43.083816
12,23-12-2017 17:53:43,12.818666,43.083466
12,23-12-2017 17:53:45,12.817316,43.082716
12,23-12-2017 17:53:45,12.816933,43.0818
12,23-12-2017 17:53:46,12.81815,43.082533
12,23-12-2017 17:53:48,12.819816,43.082666
12,23-12-2017 17:53:48,12.820816,43.082066
12,23-12-2017 17:53:49,12.820866,43.080916
12,23-12-2017 17:53:51,12.821866,43.08025
12,23-12-2017 17:53:51,12.82195,43.079183
12,23-12-2017 17:53:52,12.822683,43.0784
12,23-12-2017 17:53:54,12.8237,43.0778
12,23-12-2017 17:53:55,12.824966,43.077233
12,23-12-2017 17:53:56,12.8257,43.076866
12,23-12-2017 17:53:57,12.8264,43.07635
12,23-12-2017 17:53:58,12.826833,43.075783
12,23-12-2017 17:53:59,12.827033,43.07505
12,23-12-2017 17:54:00,12.8274,43.07425
12,23-12-2017 17:54:01,12.827783,43.07345
12,23-12-2017 17:54:02,12.828533,43.072783
12,23-12-2017 17:54:03,12.829283,43.072166
12,23-12-2017 17:54:04,12.830383,43.071333
12,23-12-2017 17:54:05,12.831033,43.070783
12,23-12-2017 17:54:06,12.83155,43.070266
12,23-12-2017 17:54:07,12.8326,43.069233
12,23-12-2017 17:54:08,12.833233,43.068783
12,23-12-2017 17:54:09,12.834033,43.0677
12,23-12-2017 17:54:10,12.834366,43.067083
12,23-12-2017 17:54:11,12.834883,43.0658
12,23-12-2017 17:54:12,12.835183,43.065183
12,23-12-2017 17:54:13,12.835966,43.0663
12,23-12-2017 17:54:14,12.836216,43.066933
12,23-12-2017 17:54:15,12.837266,43.067533
12,23-12-2017 17:54:16,12.8386,43.068066
12,23-12-2017 17:54:17,12.839966,43.068966
12,23-12-2017 17:54:18,12.840433,43.06955
12,23-12-2017 17:54:19,12.8407,43.070183
12,23-12-2017 17:54:20,12.8416,43.07105
12,23-12-2017 17:54:21,12.842016,43.071983
12,23-12-2017 17:54:22,12.84285,43.072516
12,23-12-2017 17:54:23,12.844416,43.07265
12,23-12-2017 17:54:24,12.845333,43.072483
12,23-12-2017 17:54:25,12.846266,43.07235
12,23-12-2017 17:54:26,12.8476,43.072716
12,23-12-2017 17:54:27,12.848633,43.07345
12,23-12-2017 17:54:28,12.850066,43.07275
12,23-12-2017 17:54:29,12.850483,43.072083
12,23-12-2017 17:54:30,12.850966,43.071283
12,23-12-2017 17:54:31,12.852183,43.070616
12,23-12-2017 17:54:32,12.852566,43.0716
12,23-12-2017 17:54:33,12.852466,43.072766
12,23-12-2017 17:54:34,12.8533,43.0736
12,23-12-2017 17:54:35,12.854566,43.074183
12,23-12-2017 17:54:36,12.8554,43.073716
12,23-12-2017 17:54:37,12.85575,43.072783
12,23-12-2017 17:54:38,12.85555,43.0717
12,23-12-2017 17:54:39,12.855683,43.07105
12,23-12-2017 17:54:40,12.855916,43.07035
12,23-12-2017 17:54:41,12.8567,43.069333
12,23-12-2017 17:54:42,12.857166,43.068383
12,23-12-2017 17:54:43,12.857616,43.067433
12,23-12-2017 17:54:44,12.857466,43.0662
12,23-12-2017 17:54:45,12.85815,43.065733
12,23-12-2017 17:54:46,12.858583,43.064933
12,23-12-2017 17:54:47,12.85915,43.06405
12,23-12-2017 17:54:48,12.859766,43.063116
12,23-12-2017 17:54:49,12.8598,43.06245
12,23-12-2017 17:54:50,12.8601,43.0617
12,23-12-2017 17:54:51,12.8606,43.061133
12,23-12-2017 17:54:52,12.861383,43.059983
12,23-12-2017 17:54:53,12.861633,43.059316
12,23-12-2017 17:54:54,12.861583,43.058583
12,23-12-2017 17:54:55,12.861383,43.057766
12,23-12-2017 17:54:56,12.861066,43.057016
12,23-12-2017 17:54:57,12.8604,43.05605
12,23-12-2017 17:54:58,12.85915,43.055183
12,23-12-2017 17:54:59,12.85755,43.054983
12,23-12-2017 17:55:00,12.856283,43.054716
12,23-12-2017 17:55:01,12.8553,43.053933
12,23-12-2017 17:55:02,12.8544,43.053016
12,23-12-2017 17:55:03,12.853583,43.0521
12,23-12-2017 17:55:04,12.8535,43.051266
12,23-12-2017 17:55:05,12.85435,43.051916
12,23-12-2017 17:55:06,12.8553,43.051566
12,23-12-2017 17:55:07,12.856716,43.052166
12,23-12-2017 17:55:08,12.857583,43.052333
12,23-12-2017 17:55:09,12.858733,43.0531
12,23-12-2017 17:55:10,12.860266,43.053283
12,23-12-2017 17:55:11,12.860816,43.052333
12,23-12-2017 17:55:12,12.8624,43.051883
12,23-12-2017 17:55:13,12.863433,43.051683
12,23-12-2017 17:55:14,12.864416,43.0515
12,23-12-2017 17:55:15,12.865433,43.0513
12,23-12-2017 17:55:16,12.866483,43.051083
12,23-12-2017 17:55:17,12.867566,43.050883
12,23-12-2017 17:55:18,12.8686,43.050666
12,23-12-2017 17:55:19,12.869666,43.05045
12,23-12-2017 17:55:20,12.87075,43.050183
12,23-12-2017 17:55:21,12.871816,43.049916
12,23-12-2017 17:55:22,12.872933,43.04975
